temp,feel_temp,weather,gender,outer,top,bottom,inner,accessories
-6,-10,흐림,남,패딩,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-6,-9,비,남,코트,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
17,13,흐림,남,후드집업,후드티,면바지,얇은 이너,없음
-8,-6,맑음,남,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
33,36,흐림,남,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
-4,-8,눈,여,롱패딩,히트텍,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
8,6,흐림,여,코트,기모후드,기모바지,히트텍,없음
22,18,흐림,여,가디건,맨투맨,롱스커트,없음,없음
-4,-1,흐림,여,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
16,19,비,남,후드집업,긴팔티,청바지,없음,"레인부츠, 우산"
34,31,눈,남,없음,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
15,12,흐림,여,자켓,긴팔티,청바지,얇은 이너,없음
21,16,비,여,자켓,긴팔티,청바지,없음,"레인부츠, 우산"
3,4,눈,남,패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
11,10,흐림,여,자켓,후드티,청바지,얇은 이너,없음
5,3,맑음,여,패딩,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
-10,-10,흐림,여,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
32,34,눈,남,없음,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
35,37,눈,여,없음,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
8,3,비,여,코트,기모후드,기모레깅스,히트텍,"레인부츠, 우산"
13,13,흐림,여,후드집업,긴팔티,슬랙스,얇은 이너,없음
3,-1,눈,남,패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
1,-1,흐림,여,패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
0,-2,비,남,패딩,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
2,3,맑음,여,패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
-2,0,눈,여,롱패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
25,27,비,여,얇은 가디건,반팔,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-10,-12,비,남,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-1,0,흐림,여,코트,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
6,9,흐림,여,롱패딩,니트,기모치마,히트텍,없음
22,21,맑음,여,가디건,맨투맨,슬랙스,없음,없음
-10,-9,눈,여,코트,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
34,34,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
26,26,비,남,얇은 가디건,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-6,-3,맑음,남,코트,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-10,-13,비,여,패딩,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
0,1,눈,여,코트,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
27,22,눈,남,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
34,34,맑음,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
30,29,비,남,얇은 가디건,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
22,20,흐림,남,자켓,긴팔티,슬랙스,얇은 이너,없음
5,5,흐림,여,코트,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
30,28,눈,남,없음,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
21,17,맑음,남,후드집업,긴팔티,청바지,없음,없음
17,20,비,남,자켓,긴팔티,면바지,얇은 이너,"레인부츠, 우산"
5,1,비,여,롱패딩,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
32,29,흐림,여,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
24,24,흐림,여,후드집업,후드티,슬랙스,없음,없음
24,21,눈,여,후드집업,긴팔티,청바지,얇은 이너,"부츠, 장갑"
20,17,흐림,남,후드집업,맨투맨,슬랙스,없음,없음
-6,-5,흐림,여,패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
32,35,흐림,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
-9,-6,눈,남,패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
5,5,맑음,여,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
0,0,눈,여,패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
26,25,흐림,여,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
28,28,흐림,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
25,21,흐림,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
9,11,비,남,패딩,히트텍,기모바지,히트텍,"레인부츠, 우산"
-10,-14,흐림,여,롱패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
13,16,눈,남,가디건,후드티,면바지,없음,"부츠, 장갑"
6,1,흐림,여,패딩,니트,기모치마,히트텍,없음
16,15,눈,남,후드집업,긴팔티,면바지,없음,"부츠, 장갑"
3,3,비,여,패딩,기모후드,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-6,-6,비,여,코트,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
19,20,흐림,여,자켓,맨투맨,슬랙스,얇은 이너,없음
2,5,흐림,남,코트,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
31,26,눈,여,얇은 가디건,민소매,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
29,25,비,여,없음,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
27,27,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
-8,-10,흐림,여,코트,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
18,19,비,남,자켓,후드티,청바지,없음,"레인부츠, 우산"
14,10,비,여,자켓,후드티,롱스커트,없음,"레인부츠, 우산"
21,20,맑음,남,자켓,후드티,청바지,없음,없음
21,19,눈,남,후드집업,긴팔티,슬랙스,얇은 이너,"부츠, 장갑"
27,27,흐림,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
-3,0,맑음,남,코트,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
24,24,눈,여,후드집업,후드티,롱스커트,없음,"부츠, 장갑"
24,19,눈,여,후드집업,맨투맨,슬랙스,없음,"부츠, 장갑"
4,3,맑음,남,코트,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
25,21,흐림,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
21,16,눈,남,자켓,맨투맨,슬랙스,없음,"부츠, 장갑"
-7,-5,눈,남,코트,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
0,-5,비,여,코트,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
7,6,흐림,남,롱패딩,니트,기모바지,히트텍,없음
9,10,흐림,남,롱패딩,기모후드,기모바지,히트텍,없음
17,19,비,남,후드집업,긴팔티,슬랙스,없음,"레인부츠, 우산"
24,23,흐림,남,자켓,맨투맨,청바지,없음,없음
8,10,흐림,남,롱패딩,히트텍,기모청바지,히트텍,없음
16,17,눈,여,가디건,후드티,슬랙스,얇은 이너,"부츠, 장갑"
15,12,흐림,여,가디건,긴팔티,슬랙스,얇은 이너,없음
3,-2,흐림,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
20,17,흐림,남,자켓,맨투맨,슬랙스,얇은 이너,없음
2,4,맑음,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-6,-4,맑음,남,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
13,8,비,여,가디건,긴팔티,청바지,얇은 이너,"레인부츠, 우산"
11,11,흐림,여,자켓,긴팔티,슬랙스,얇은 이너,없음
29,24,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
7,4,흐림,여,패딩,히트텍,기모치마,히트텍,없음
-8,-11,흐림,남,코트,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
7,6,흐림,남,코트,니트,기모바지,히트텍,없음
34,32,비,남,얇은 가디건,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
0,1,눈,여,코트,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
-5,-3,눈,남,롱패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-3,-3,눈,남,패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-9,-14,비,남,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
25,28,흐림,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
-4,-6,흐림,여,패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
21,17,비,여,자켓,후드티,슬랙스,없음,"레인부츠, 우산"
1,-4,맑음,여,롱패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
28,28,비,남,없음,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
20,20,비,여,자켓,긴팔티,슬랙스,없음,"레인부츠, 우산"
-4,-9,흐림,여,패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
5,2,비,여,패딩,기모후드,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
10,13,비,여,후드집업,후드티,롱스커트,없음,"레인부츠, 우산"
-8,-10,비,여,패딩,히트텍,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
15,16,맑음,여,자켓,맨투맨,롱스커트,없음,없음
7,4,맑음,여,코트,니트,기모치마,히트텍,없음
13,15,맑음,여,가디건,긴팔티,청바지,얇은 이너,없음
1,3,비,여,롱패딩,히트텍,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-7,-12,흐림,여,롱패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
32,34,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
13,9,맑음,여,후드집업,후드티,롱스커트,얇은 이너,없음
27,26,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
32,33,맑음,여,없음,반팔,치마,없음,"모자, 선글라스, 양산"
3,0,흐림,남,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
31,30,흐림,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
8,9,비,남,코트,니트,기모바지,히트텍,"레인부츠, 우산"
-3,-4,맑음,여,패딩,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
25,28,맑음,여,얇은 가디건,반팔,치마,없음,"모자, 선글라스, 양산"
31,33,비,남,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
20,19,흐림,여,자켓,긴팔티,청바지,없음,없음
13,8,흐림,남,가디건,후드티,면바지,얇은 이너,없음
-4,-6,맑음,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
18,16,비,여,가디건,맨투맨,청바지,없음,"레인부츠, 우산"
27,29,흐림,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
15,13,맑음,여,자켓,후드티,청바지,없음,없음
35,35,비,여,얇은 가디건,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
34,36,맑음,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
20,17,맑음,남,자켓,맨투맨,슬랙스,없음,없음
11,9,눈,남,자켓,맨투맨,슬랙스,얇은 이너,"부츠, 장갑"
17,16,흐림,여,후드집업,맨투맨,롱스커트,없음,없음
28,26,눈,여,얇은 가디건,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
3,-2,맑음,남,코트,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-10,-15,맑음,여,코트,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
35,30,눈,남,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
17,15,비,여,후드집업,긴팔티,롱스커트,없음,"레인부츠, 우산"
28,24,흐림,남,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
11,12,눈,여,가디건,후드티,슬랙스,얇은 이너,"부츠, 장갑"
33,28,맑음,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
-5,-3,눈,여,롱패딩,니트,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
27,27,비,여,얇은 가디건,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
27,26,맑음,여,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
12,10,눈,여,후드집업,맨투맨,롱스커트,없음,"부츠, 장갑"
5,0,흐림,남,롱패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
15,14,눈,여,자켓,맨투맨,롱스커트,얇은 이너,"부츠, 장갑"
15,13,비,남,자켓,긴팔티,면바지,얇은 이너,"레인부츠, 우산"
10,13,눈,남,후드집업,후드티,청바지,없음,"부츠, 장갑"
10,10,눈,남,가디건,맨투맨,청바지,없음,"부츠, 장갑"
33,34,눈,여,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-6,-11,맑음,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
24,24,눈,남,가디건,후드티,슬랙스,얇은 이너,"부츠, 장갑"
13,15,비,남,자켓,맨투맨,슬랙스,없음,"레인부츠, 우산"
1,1,눈,여,코트,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
24,27,비,여,자켓,후드티,슬랙스,얇은 이너,"레인부츠, 우산"
13,13,비,여,자켓,후드티,청바지,얇은 이너,"레인부츠, 우산"
-3,-2,비,여,롱패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-4,-4,눈,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
15,11,맑음,여,가디건,후드티,롱스커트,얇은 이너,없음
16,12,흐림,여,자켓,후드티,슬랙스,얇은 이너,없음
17,15,맑음,남,자켓,후드티,슬랙스,없음,없음
5,5,눈,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
12,10,맑음,남,후드집업,긴팔티,면바지,없음,없음
-8,-5,흐림,남,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
-7,-5,흐림,남,롱패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
-7,-11,눈,남,롱패딩,기모후드,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-2,-2,맑음,남,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
29,32,흐림,여,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
13,9,눈,남,가디건,후드티,면바지,없음,"부츠, 장갑"
32,29,눈,남,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
9,11,눈,여,패딩,니트,기모바지,히트텍,"부츠, 장갑"
12,9,비,여,가디건,후드티,슬랙스,얇은 이너,"레인부츠, 우산"
24,27,맑음,여,자켓,긴팔티,슬랙스,얇은 이너,없음
5,1,맑음,남,롱패딩,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
6,8,비,여,코트,니트,기모치마,히트텍,"레인부츠, 우산"
-6,-3,눈,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-8,-10,눈,여,코트,니트,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
0,-2,눈,여,코트,기모후드,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
30,31,맑음,남,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
-7,-5,비,남,패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
16,15,눈,여,가디건,긴팔티,롱스커트,얇은 이너,"부츠, 장갑"
32,31,흐림,남,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
13,8,맑음,남,자켓,후드티,슬랙스,없음,없음
23,21,맑음,여,가디건,긴팔티,슬랙스,얇은 이너,없음
6,3,맑음,남,코트,기모후드,기모바지,히트텍,없음
31,26,흐림,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
19,18,흐림,여,후드집업,맨투맨,청바지,없음,없음
0,1,비,남,롱패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-8,-8,비,남,패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
2,-1,맑음,남,패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
12,7,흐림,남,자켓,맨투맨,면바지,얇은 이너,없음
-9,-11,비,남,코트,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-1,-3,맑음,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
34,29,흐림,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
0,3,비,남,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
1,0,눈,여,패딩,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
12,11,눈,여,자켓,맨투맨,청바지,얇은 이너,"부츠, 장갑"
-6,-7,비,남,패딩,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
15,11,맑음,남,후드집업,긴팔티,슬랙스,얇은 이너,없음
-7,-4,비,남,롱패딩,히트텍,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
21,17,맑음,여,가디건,후드티,롱스커트,없음,없음
30,32,흐림,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
14,12,맑음,여,자켓,후드티,롱스커트,없음,없음
0,3,눈,남,롱패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
24,27,비,남,자켓,긴팔티,슬랙스,없음,"레인부츠, 우산"
21,20,흐림,남,후드집업,긴팔티,슬랙스,얇은 이너,없음
12,11,비,남,가디건,맨투맨,면바지,얇은 이너,"레인부츠, 우산"
7,2,눈,남,패딩,니트,기모바지,히트텍,"부츠, 장갑"
25,26,눈,여,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
21,16,맑음,남,가디건,긴팔티,면바지,얇은 이너,없음
